id,parent,address,pname,cityname,type,typecode,shopinfo,childtype,adname,name,location,tel,lng,lat
B0FFIWVK22,[],兴隆村附近,山东省,聊城市,风景名胜;公园广场;公园,110101,2,[],东阿县,位山黄河公园,"116.145962,36.280097",18365720729,116.145962,36.280097
B0FFJ16HPH,[],徒骇河滨河大道,山东省,聊城市,风景名胜;公园广场;公园,110101,2,[],东昌府区,徒骇河橡胶坝公园,"116.033222,36.473010",[],116.033222,36.47301
B0I12Z8L7Q,[],楼南大街5号,山东省,聊城市,风景名胜;风景名胜;风景名胜,110200,2,[],东昌府区,状元楼,"115.969706,36.442954",[],115.969706,36.442954
B027B0OQ64,B0FFHFHH7N,曹植公园院内,山东省,聊城市,风景名胜;风景名胜;风景名胜,110200,2,301,东阿县,东阿阿胶养生文化苑,"116.239238,36.346201",[],116.239238,36.346201
B0I12A8KVB,[],楼西大街37号,山东省,聊城市,风景名胜;风景名胜;风景名胜,110200,2,[],东昌府区,进士坊,"115.966338,36.444209",[],115.966338,36.444209
B0FFFXBCAI,[],振兴街与莘亭路交汇处,山东省,聊城市,风景名胜;公园广场;公园,110101,2,[],莘县,燕塔公园,"115.672237,36.236292",[],115.672237,36.236292
B0H1LAGBN5,[],财干路与柳园路东北角,山东省,聊城市,风景名胜;公园广场;公园,110101,2,[],东昌府区,口袋公园,"115.988899,36.487523",[],115.988899,36.487523
B0I2XSYWZQ,[],湄河港湾星美城市广场11号楼,山东省,聊城市,风景名胜;公园广场;公园,110101,2,[],东昌府区,星途机车公园,"116.061813,36.459188",[],116.061813,36.459188
B0FFF3U2BE,[],滨河大道书法广场,山东省,临沂市,风景名胜;风景名胜;风景名胜,110200,2,[],兰山区,临沂园博园,"118.322209,35.106615",[],118.322209,35.106615
B0FFGG3K28,[],滨河东路与龙园停车场交汇,山东省,临沂市,风景名胜;风景名胜;风景名胜,110200,2,[],河东区,临沂龙园旅游区(暂停开放),"118.467684,35.316582",0539-2570555;0539-7388999,118.467684,35.316582
B0FFG64EA1,[],李公河路,山东省,临沂市,风景名胜;公园广场;公园,110101,2,[],河东区,李公河湿地公园,"118.426462,35.007782",[],118.426462,35.007782
B0FFG9TXHT,[],湖北路,山东省,临沂市,风景名胜;公园广场;公园,110101,2,[],罗庄区,龙湖公园,"118.241681,35.003787",[],118.241681,35.003787
B0HACCWOMW,[],[],山东省,临沂市,风景名胜;公园广场;公园,110101,2,[],罗庄区,罗庄区银凤湖公园,"118.307143,34.978472",[],118.307143,34.978472
B0IAH990AK,[],水田路与琅琊王路交叉口西20米,山东省,临沂市,风景名胜;风景名胜;风景名胜,110200,2,[],兰山区,盲人算卦,"118.299714,35.072631",13370668785,118.299714,35.072631
B0FFHRXKR1,B0FFIKRTZW,十里坊商业街,山东省,临沂市,风景名胜;公园广场;城市广场,110105,2,324,罗庄区,十里堡孔子文化广场,"118.361257,35.020195",[],118.361257,35.020195
B0I6RUT4F6,[],茶山路与长沙路交汇处东南角,山东省,临沂市,风景名胜;风景名胜;寺庙道观,110205,2,[],兰山区,临沂南坊新区三元宫,"118.327367,35.133825",[],118.327367,35.133825
B0IAFH99KW,[],蒙山大道187号,山东省,临沂市,风景名胜;公园广场;公园,110101,2,[],兰山区,鲁商万科城大鹿公园,"118.312116,35.042093",[],118.312116,35.042093
B021B0BWDK,[],滨河路东150米,山东省,临沂市,风景名胜;风景名胜;省级景点,110203,2,[],兰山区,临沂滨河景区,"118.367706,35.047041",[],118.367706,35.047041
B0214024B5,[],芝泉路2号,山东省,青岛市,风景名胜;风景名胜;寺庙道观,110205,2,[],市南区,青岛湛山寺,"120.364481,36.064978",0532-83862038,120.364481,36.064978
B0FFK8OQLY,[],中韩街道麦岛,山东省,青岛市,风景名胜;风景名胜;风景名胜,110200,2,[],崂山区,小麦岛公园,"120.431045,36.054245",[],120.431045,36.054245
B0214023A3,[],文登路28号,山东省,青岛市,风景名胜;公园广场;公园,110101,2,[],市南区,中山公园,"120.350415,36.064394",0532-82870564,120.350415,36.064394
B0214082FI,[],莱阳路2号,山东省,青岛市,风景名胜;公园广场;水族馆,110104,2,[],市南区,青岛海底世界,"120.336017,36.057075",0532-82892787,120.336017,36.057075
B0HAH6G4QH,[],金湾路6号,山东省,青岛市,风景名胜;风景名胜;风景名胜,110200,2,[],市南区,情人坝,"120.390288,36.052388",[],120.390288,36.052388
B02140YTF1,[],澳门路138号,山东省,青岛市,风景名胜;公园广场;公园,110101,2,[],市南区,海韵园-燕儿岛山公园,"120.405710,36.055267",[],120.40571,36.055267
B021406QHK,[],延安一路102号(近中山公园),山东省,青岛市,风景名胜;公园广场;动物园,110102,2,[],市南区,青岛动物园,"120.349960,36.069562",0532-82872970,120.34996,36.069562
B021401767,[],龙山路16号甲,山东省,青岛市,风景名胜;公园广场;公园,110101,2,[],市南区,信号山公园,"120.331561,36.066446",0532-82798055,120.331561,36.066446
B0FFF3IWZ5,[],浙江路15号(曲阜路路口),山东省,青岛市,风景名胜;风景名胜;教堂,110206,2,[],市南区,天主教青岛教区圣弥厄尔主教座堂天主堂(建设中),"120.320588,36.068143",0532-82865960,120.320588,36.068143
B02140WLH8,[],东海东路60号,山东省,青岛市,风景名胜;公园广场;水族馆,110104,2,[],崂山区,青岛·海昌极地海洋公园,"120.442663,36.069211",0532-85909999;0532-80999777;0532-89091276,120.442663,36.069211
B0FFJJFAYY,[],菏泽路市图书馆北侧,山东省,日照市,风景名胜;公园广场;公园,110101,2,[],东港区,日照体育公园,"119.511314,35.429981",[],119.511314,35.429981
B0FFHBAR9S,[],海曲公园西门对过,山东省,日照市,购物服务;花鸟鱼虫市场;宠物市场|风景名胜;公园广场;水族馆,060502|110104,2,[],东港区,龙腾虎跃水族馆,"119.472761,35.422025",15689623456,119.472761,35.422025
B0FFF3NQ9I,[],太公一路北苗家村,山东省,日照市,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,110101|110200,2,[],东港区,太公岛牡蛎公园,"119.579593,35.439937",13561996280,119.579593,35.439937
B027902P7M,[],碧海路北首,山东省,日照市,风景名胜;风景名胜;国家级景点,110202,2,[],东港区,日照海滨国家森林公园,"119.628206,35.541785",0633-3680998;0633-3680898,119.628206,35.541785
B0FFJD3UW6,[],日照街道罗家城子村西侧东门,山东省,日照市,体育休闲服务;休闲场所;休闲场所|风景名胜;风景名胜;风景名胜,080500|110200,2,[],东港区,月湖山水风景区,"119.422418,35.450130",18906330880,119.422418,35.45013
B0IAUHYN56,[],望海路与金阳路交叉口西80米,山东省,日照市,风景名胜;公园广场;公园,110101,2,[],东港区,金阳公园,"119.450770,35.427539",[],119.45077,35.427539
B027902C1B,[],涛雒镇刘家湾,山东省,日照市,风景名胜;风景名胜;国家级景点,110202,2,[],东港区,刘家湾赶海园,"119.427807,35.282238",0633-2957006,119.427807,35.282238
B0FFL2BL3W,[],国家海洋公园旁(碧海路南),山东省,日照市,风景名胜;风景名胜;风景名胜,110200,2,[],东港区,任家台赶海园,"119.628376,35.510953",15206334172,119.628376,35.510953
B02790P5YN,[],河山镇河山风景区,山东省,日照市,风景名胜;风景名胜;省级景点,110203,2,[],东港区,日照河山风景区,"119.462436,35.531405",0633-2192345,119.462436,35.531405
B0FFF2JG8J,B0279019BC,太公岛一路23号山海天旅游度假区,山东省,日照市,风景名胜;风景名胜;风景名胜,110200,2,301,东港区,李家台赶海园,"119.609755,35.478315",[],119.609755,35.478315
B0FFFDS3H4,[],东岳大街,山东省,泰安市,风景名胜;风景名胜;寺庙道观,110205,2,[],泰山区,岱庙,"117.131309,36.194025",0538-8261038,117.131309,36.194025
B0HRSDRA4T,[],桃花源路西湖西门向北200米,山东省,泰安市,风景名胜;风景名胜;风景名胜|体育休闲服务;体育休闲服务场所;体育休闲服务场所,110200|080000,2,[],岱岳区,泰山秀城(暂停开放),"117.007743,36.215539",[],117.007743,36.215539
B021A0OAJ2,[],通天街65号,山东省,泰安市,风景名胜;风景名胜;风景名胜,110200,2,[],泰山区,老县衙大院,"117.131270,36.189561",[],117.13127,36.189561
B021A024WT,[],青年路与灵山大街交汇处西南侧,山东省,泰安市,风景名胜;公园广场;公园,110101,2,[],泰山区,南湖公园(暂停开放),"117.128054,36.180449",[],117.128054,36.180449
B021A024PR,[],灵山大街与虎山路交叉口(近虎山路),山东省,泰安市,风景名胜;公园广场;公园,110101,2,[],泰山区,东湖公园,"117.138909,36.185941",[],117.138909,36.185941
B0FFF5SO2H,[],胜利路天颐湖南,山东省,泰安市,风景名胜;风景名胜;国家级景点,110202,2,[],岱岳区,泰安太阳部落,"117.122159,36.038185",0538-5366666;0538-5365255,117.122159,36.038185
B0G0UUOO6L,[],泰山立交东南侧、北邻万官大街、东邻盛世路,山东省,泰安市,风景名胜;公园广场;公园,110101,2,[],岱岳区,粥顶山体育公园,"117.056797,36.145612",[],117.056797,36.145612
B021A02DVX,[],胜利路与滨湖路交汇处东侧,山东省,泰安市,风景名胜;风景名胜;风景名胜,110200,2,[],岱岳区,泰山天颐湖旅游度假区(暂停开放),"117.118766,36.057091",4006761239;0538-8569888,117.118766,36.057091
B0FFM9DXT5,[],大河社区服务中心东,山东省,泰安市,风景名胜;公园广场;城市广场,110105,2,[],岱岳区,粥店街道大河社区爱心广场,"117.046212,36.187381",[],117.046212,36.187381
B0HRVXGH9E,[],园丁路,山东省,泰安市,风景名胜;公园广场;公园,110101,2,[],岱岳区,山东科技大学泰安校区(西校区)南门小公园,"117.064216,36.181159",[],117.064216,36.181159
B0FFGC7MCX,[],青岛中路附近,山东省,威海市,风景名胜;风景名胜;国家级景点,110202,2,[],环翠区,韩乐坊,"122.153991,37.428035",[],122.153991,37.428035
B0I10U3MVC,[],一号线路牌顺台阶走北100米,山东省,威海市,风景名胜;风景名胜;观景点,110209,2,[],环翠区,猫头山二号观景台,"122.157128,37.541264",[],122.157128,37.541264
B027700M35,[],统一路120号,山东省,威海市,风景名胜;公园广场;公园,110101,2,[],环翠区,环翠楼公园,"122.108550,37.505154",0631-5205877,122.10855,37.505154
B02770ISI3,[],北环海路178号,山东省,威海市,风景名胜;风景名胜;海滩,110208,2,[],环翠区,威海国际浴场(暂停开放),"122.042007,37.527536",0631-5623885,122.042007,37.527536
B0FFF6BKO3,[],海滨北路101-2号,山东省,威海市,风景名胜;风景名胜;国家级景点,110202,2,[],环翠区,刘公岛风景名胜区,"122.190069,37.504524",0631-5287807;0631-5205128,122.190069,37.504524
B027700J6O,[],丽食盛世家宴海滨中路29号,山东省,威海市,风景名胜;公园广场;公园,110101,2,[],环翠区,威海公园,"122.144823,37.465201",[],122.144823,37.465201
B0HU6S2F5C,[],金线顶路117号,山东省,威海市,风景名胜;公园广场;公园,110101,2,[],环翠区,金线顶公园,"122.141085,37.490369",[],122.141085,37.490369
B0FFH5EDX2,[],羊亭河附近,山东省,威海市,风景名胜;公园广场;公园,110101,2,[],环翠区,羊亭河湿地公园,"122.026902,37.422202",[],122.026902,37.422202
B02770IULT,[],统一路348-2号,山东省,威海市,风景名胜;公园广场;公园,110101,2,[],环翠区,塔山公园,"122.120457,37.491740",[],122.120457,37.49174
B02770IK7I,[],珠海路,山东省,威海市,风景名胜;公园广场;公园|体育休闲服务;体育休闲服务场所;体育休闲服务场所,110101|080000,2,[],环翠区,威海震琳体育休闲公园,"122.104097,37.406129",0631-5998809;0631-3623777,122.104097,37.406129
B02180I2ZU,[],胜利东街(近机关综合办公大楼),山东省,潍坊市,风景名胜;公园广场;城市广场,110105,2,[],奎文区,人民广场,"119.161511,36.702751",0536-8795917,119.161511,36.702751
B02180I2X6,B021817GUJ,胡家牌坊街345号,山东省,潍坊市,风景名胜;风景名胜;风景名胜,110200,2,301,潍城区,潍坊十笏园博物馆(暂停开放),"119.105921,36.715243",0536-8321749,119.105921,36.715243
B02180JG07,[],高新二路,山东省,潍坊市,风景名胜;风景名胜;省级景点,110203,2,[],奎文区,浞河景区,"119.231590,36.706711",[],119.23159,36.706711
B021815YY7,[],三马路138号,山东省,潍坊市,风景名胜;风景名胜;风景名胜,110200,2,[],坊子区,坊茨小镇(暂停开放),"119.161605,36.597964",0536-7665333,119.161605,36.597964
B02180I1IF,[],富亭街杨家埠村东100米,山东省,潍坊市,风景名胜;风景名胜;国家级景点,110202,2,[],寒亭区,中国杨家埠民间艺术大观园,"119.221451,36.758731",0536-2927311,119.221451,36.758731
B02180JXVB,[],北海路与宝通街交叉口,山东省,潍坊市,风景名胜;公园广场;植物园,110103,2,[],奎文区,潍坊植物园,"119.154723,36.682056",0536-8890635,119.154723,36.682056
B021800601,[],青年路29号,山东省,潍坊市,风景名胜;公园广场;公园,110101,2,[],潍城区,潍坊人民公园,"119.108948,36.700303",0536-8322480,119.108948,36.700303
B0FFF9YNDI,[],经济开发区新安路青龙山社区齐鲁酒地与汶川北路交叉口北500米,山东省,潍坊市,风景名胜;风景名胜;国家级景点,110202,2,[],安丘市,齐鲁酒地(暂停开放),"119.210297,36.528315",0536-8025978,119.210297,36.528315
B02180JEP0,[],机场路与宝通西街南200米,山东省,潍坊市,风景名胜;公园广场;公园,110101,2,[],潍城区,白浪绿洲湿地公园,"119.101879,36.650430",[],119.101879,36.65043
B02180IULK,[],望留镇驻地,山东省,潍坊市,风景名胜;风景名胜;风景名胜,110200,2,[],潍城区,浮烟山,"119.010666,36.641372",0536-8139889,119.010666,36.641372
B021701370,[],环山路南山沟1号,山东省,烟台市,风景名胜;公园广场;公园,110101,2,[],芝罘区,南山公园,"121.388688,37.524406",0535-6656934,121.388688,37.524406
B0FFGQJG5L,[],胜利路288号,山东省,烟台市,风景名胜;风景名胜;风景名胜,110200,2,[],芝罘区,所城里大街,"121.398626,37.536545",[],121.398626,37.536545
B021704OCT,[],滨海北路,山东省,烟台市,风景名胜;风景名胜;风景名胜,110200,2,[],芝罘区,月亮湾,"121.433833,37.535053",[],121.433833,37.535053
B0H6LDEN9K,[],鹿鸣小区南区西侧380米,山东省,烟台市,风景名胜;公园广场;公园,110101,2,[],芝罘区,烟台市岱王山公园,"121.433384,37.500758",[],121.433384,37.500758
B021703FPI,[],塔山路36号,山东省,烟台市,风景名胜;风景名胜;国家级景点,110202,2,[],芝罘区,塔山旅游风景区,"121.393106,37.511566",0535-6081182;0535-6622185,121.393106,37.511566
B021704KS7,[],海滨路,山东省,烟台市,风景名胜;风景名胜;国家级景点,110202,2,[],福山区,金沙滩海滨公园,"121.259113,37.573782",0535-6381108;12301,121.259113,37.573782
B0FFF8ZOOG,[],港城东大街15号(港城东大街与海越路交汇处),山东省,烟台市,风景名胜;风景名胜;省级景点|科教文化服务;科技馆;科技馆,110203|140600,2,[],莱山区,山东核电科技馆(暂停开放),"121.491180,37.454752",0535-3877999,121.49118,37.454752
B0FFG2BUQW,[],鱼河西路与官二街交叉口南200米,山东省,烟台市,风景名胜;公园广场;公园,110101,2,[],牟平区,鱼鸟河公园,"121.564040,37.396345",13133933994,121.56404,37.396345
B021703SDJ,[],福临夼村,山东省,烟台市,风景名胜;风景名胜;寺庙道观,110205,2,[],芝罘区,竹林寺,"121.420784,37.500515",15005356000,121.420784,37.500515
B02170SGYE,[],滨海中路184号,山东省,烟台市,风景名胜;风景名胜;风景名胜,110200,2,[],莱山区,黄海明珠,"121.454698,37.491623",0535-6888993,121.454698,37.491623
B0ID973V30,[],光明大道世纪凤凰城北侧约250米,山东省,枣庄市,风景名胜;公园广场;公园广场,110100,2,[],薛城区,枣庄高新区人才公园,"117.340706,34.806928",[],117.340706,34.806928
B0H2MZ0UUF,[],兴仁街道龙谭御园小区,山东省,枣庄市,风景名胜;公园广场;公园,110101,2,[],薛城区,龙潭公园,"117.303413,34.799099",[],117.303413,34.799099
B02780275F,[],光明中路12号,山东省,枣庄市,风景名胜;公园广场;城市广场,110105,2,[],市中区,光明广场,"117.565517,34.840732",[],117.565517,34.840732
B027803D42,[],桃花路1号,山东省,枣庄市,风景名胜;风景名胜;国家级景点,110202,2,[],峄城区,冠世榴园风景区(暂停开放),"117.542517,34.779166",0632-5760199;0632-5760999,117.542517,34.779166
